stud_id,w4pgrm,w4priv,w4urban3,w4nright,w4all3p,w4all3ps,w4cfree,w4cf3p,w4cf3ps,w4math,w4m3p,w4m3ps,w3w4plus,w3w4minus,w4link,w4illp,w1s502,w4s1081,w4s1082,w4s1083,w4s1084,w4s1085,w4s1086,w4s1134,w4s1135,w4s1136,w4s1144,w4s1145,w4s1146,w4s1151,w4s1152,w4s1153,w4s1154,w4s1155,w4s1156,w4s120,w4s121,w4s122,w4s123,w4s124,w4s125,w4s126,w4s127,w4s1281,w4s1282,w4s1283,w4s1284,w4s1285,w4s1286,w4s1291,w4s1292,w4s1293,w4s1294,w4s1295,w4s1301,w4s1302,w4s1303,w4s1304,w4s1305,w4s1306,w4s409,w4s410,w4s411,w4s415,w4s416,w4s417,w4s418,cp,w4td01,w4td02,w4td03,w4td04,w4td05,w4td06,w4td07,w4td08,w4p101,w4p102,w4p103,w4p234,w4p235,w4p229,w4p413,w4p414,w4p415,w4faedu,w4fahlth,w4moedu,w4mohlth,cp09v08_u,cp09v08_ud,cp09v23,cp13v32v33_u,cp13v32v33_ud,cp13v62,cp19v33v34,cp19v33v34_u,cp19v33v34_ud,cp19v33v34_u_x,cp19v33v34_ud_x,cp19v78,cp19v78_x,cp19v78_k_x,cp19v66,collage,department,salary1,salary2,edu,libart,social,sci,enger,farm,med_sw,serv,els,stem,sex
5375,3,1,0,24,4766,6791,11,5319,9737,12,4367,6891,6,4,10,3651,1,2,2,2,2,2,0,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,0,2,2,3,6,9,3,2,3,0,1,1,2,1,2,2,1,0,1,3,3,2,12,4,4,2,11,6,5,6,5,1.0,5.0,,1.0,5.0,,,,,,,,, ,,1.0,5.0,,,0,0,0,0,1,0,0,0,0,1,1
5377,0,1,0,14,2662,9054,8,3359,8767,6,1578,10918,14,15,18,12250,0,2,2,2,2,2,0,2,2,0,2,2,2,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,9,3,5,3,0,2,2,2,1,2,2,3,3,1,3,3,3,4,6,4,3,3,2,5,1,5,,,,,,,,,,,,,, ,,,,,,0,0,0,0,0,0,0,0,0,0,0
5379,1,0,1,29,7022,5277,9,3006,11147,17,6557,4576,3,4,9,8126,0,0,0,2,2,2,2,2,2,0,0,0,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,0,2,2,0,2,0,2,0,2,2,2,2,2,2,6,6,2,0,5,3,0,4,1,3,1,4,2,3,3,1,3,5,0,11,6,2,4,7,4,4,0,5,6.0,2.0,,6.0,2.0,,,,,,,,, ,,6.0,2.0,,,0,1,0,0,0,0,0,0,0,0,0
5383,3,0,1,32,8309,1106,12,6313,4348,22,10510,2819,2,4,10,9351,1,2,2,2,2,2,0,2,2,0,2,2,2,0,2,2,2,2,2,1,2,1,2,1,2,2,2,2,2,0,2,0,2,2,2,2,2,0,2,2,2,2,0,2,3,6,6,1,2,6,4,0,4,4,5,5,4,2,3,2,1,3,3,0,5,5,6,3,12,3,5,1,3,8.0,5.0,,9.0,5.0,,,,,,,,, ,,9.0,5.0,,,0,0,0,0,1,0,0,0,0,1,1
5386,1,0,0,28,6685,7167,11,8788,11920,11,3164,11854,1,6,8,12089,0,2,0,2,2,2,2,0,0,2,0,0,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,0,2,2,0,0,0,2,0,0,2,2,2,2,6,0,6,9,6,5,4,0,2,1,3,3,2,4,1,3,1,3,3,3,12,6,4,5,6,2,5,1,1,,,,,,,,,,,,,, ,,,,,,0,0,0,0,0,0,0,0,0,0,0
5388,1,1,1,20,3981,9825,6,3179,7809,10,3387,11315,3,5,6,10320,0,2,2,2,2,2,0,2,2,2,0,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,0,0,2,2,0,2,2,2,2,2,5,5,5,0,2,4,6,0,2,4,3,3,4,2,1,3,3,3,6,6,12,4,2,4,7,7,3,3,4,8.0,7.0,,8.0,7.0,,,,,,,,, ,,8.0,7.0,,,0,0,0,0,0,0,1,0,0,0,0
5392,2,0,0,17,3160,8250,8,3042,8967,10,4078,6030,2,4,9,11157,0,0,0,0,2,2,2,2,2,2,0,0,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,0,2,0,2,2,2,2,2,2,0,2,0,2,2,2,0,2,2,5,5,2,7,4,6,0,2,1,2,3,4,2,1,0,1,3,3,7,12,3,4,2,5,3,3,2,5,6.0,4.0,,6.0,4.0,,,,,,,,, ,,6.0,4.0,,,0,0,0,1,0,0,0,0,0,1,0
5403,1,0,0,27,6420,6564,9,3288,11231,15,6337,4995,3,5,8,9686,1,2,2,2,2,2,0,2,2,0,2,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,0,0,0,2,0,2,2,2,2,2,0,0,6,2,2,0,6,0,2,2,5,3,2,1,1,3,1,3,3,5,5,4,5,2,5,2,3,1,1,8.0,8.0,,8.0,8.0,,,,,8.0,8.0,,, ,,8.0,8.0,,,0,0,0,0,0,0,0,1,0,0,1
5405,1,1,0,29,5753,7575,11,5266,8225,15,3892,9025,3,3,10,8238,1,2,2,2,2,2,0,2,2,0,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,0,0,2,2,2,0,2,2,2,2,6,6,5,2,6,5,3,0,4,2,3,5,4,2,3,3,1,3,3,3,12,4,4,3,12,7,3,6,5,1.0,5.0,,1.0,5.0,,,,,,,,, ,,1.0,5.0,,,0,0,0,0,1,0,0,0,0,1,1
5409,1,0,1,36,10902,5206,13,7605,2394,21,11142,5284,4,4,13,5274,1,0,0,0,2,2,2,2,2,0,2,0,2,0,2,2,2,2,2,1,1,3,2,5,2,2,2,2,0,0,2,2,2,2,2,2,2,0,0,2,2,2,2,2,6,2,6,9,6,0,3,0,2,1,3,5,4,2,2,0,1,3,6,6,3,3,2,4,7,4,4,0,3,6.0,3.0,,6.0,3.0,,,,,6.0,3.0,,, ,8.0,6.0,3.0,8.0,8.0,0,0,1,0,0,0,0,0,0,0,1
5410,1,0,0,38,10049,2944,14,8423,787,20,8656,1043,4,4,12,5638,0,0,0,2,2,2,2,2,2,0,0,0,2,0,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,0,2,0,2,2,2,0,2,2,2,2,2,2,2,0,2,5,6,9,6,5,6,0,2,2,2,3,3,5,3,3,1,3,3,2,12,4,3,2,12,0,3,2,3,6.0,7.0,,6.0,7.0,,,,,6.0,7.0,,, ,6.0,6.0,7.0,6.0,6.0,0,0,0,0,0,0,1,0,0,0,0
5414,3,0,1,28,8122,1530,11,6600,3797,21,10359,2794,2,2,9,5784,1,2,2,2,2,2,0,1,1,1,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,0,2,2,2,2,2,0,2,5,5,6,2,3,4,6,0,2,1,3,3,4,3,3,3,1,3,3,5,12,6,6,5,12,7,5,6,3,,,5.0,,,6.0,,,,,,,, ,6.0,,,6.0,6.0,0,0,0,0,0,0,0,0,0,0,1
5421,3,0,1,34,7317,5889,16,10256,1947,16,4711,7952,6,2,12,1073,0,2,0,2,2,2,2,2,2,0,2,0,2,0,2,2,2,2,2,1,2,2,2,2,2,2,2,2,0,2,2,0,2,2,2,2,2,0,2,2,2,2,2,0,6,6,6,2,4,6,2,0,2,4,5,5,4,4,3,3,3,3,3,7,12,6,3,2,12,3,3,5,5,6.0,8.0,,6.0,8.0,,,,,6.0,8.0,,, ,,6.0,8.0,,,0,0,0,0,0,0,0,1,0,0,0
5423,1,0,1,41,11678,4982,15,10940,1748,24,10918,3799,4,0,17,611,0,0,0,0,2,2,2,2,2,0,0,0,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,2,2,2,2,2,0,0,2,0,2,2,2,2,2,2,6,6,2,6,0,6,0,3,5,3,1,2,2,1,3,1,1,3,2,12,4,4,2,12,4,4,3,4,6.0,2.0,,6.0,2.0,5.0,,,,6.0,2.0,,, ,,6.0,2.0,5.0,,0,1,0,0,0,0,0,0,0,0,0
5427,2,0,0,20,3660,9342,11,6154,8076,9,2920,9556,5,1,8,1430,0,2,2,2,2,0,2,2,2,0,2,2,0,2,2,2,2,0,2,3,2,2,1,2,2,2,1,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,2,0,6,5,6,2,6,0,2,0,2,4,3,5,2,2,3,3,1,3,3,2,4,4,4,2,12,5,5,2,3,8.0,6.0,,8.0,6.0,5.0,,,,8.0,6.0,,, ,6.0,8.0,6.0,5.0,6.0,0,0,0,0,0,1,0,0,0,0,0
5433,1,0,1,43,12328,6482,19,12298,9122,22,9975,4523,2,2,15,5238,1,0,2,2,0,2,2,2,2,0,0,0,2,2,0,2,2,2,2,3,2,2,2,3,2,2,2,2,0,0,2,0,2,2,2,2,0,2,0,0,0,0,2,2,5,0,3,2,3,0,4,0,4,2,5,3,4,4,1,3,1,3,3,2,5,4,4,2,5,3,5,6,5,3.0,3.0,,3.0,3.0,,,,,3.0,3.0,,, ,7.0,3.0,3.0,7.0,7.0,0,0,1,0,0,0,0,0,0,0,1
5435,1,0,1,48,12952,7792,19,10272,14,27,12344,8230,3,1,15,1733,1,0,0,2,0,2,2,2,2,0,0,0,2,0,2,2,2,2,2,3,2,1,2,1,2,2,2,0,2,2,2,0,2,2,0,0,0,2,2,0,0,2,2,2,6,0,5,2,3,0,3,0,1,5,3,1,3,2,1,3,3,3,3,7,0,1,6,0,12,0,5,5,3,8.0,2.0,4.0,8.0,2.0,5.0,,,,,,,, ,,8.0,2.0,5.0,,0,1,0,0,0,0,0,0,0,0,1
5437,2,0,0,20,1898,12621,7,2584,9839,14,4526,12002,2,2,7,5830,1,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,0,2,3,2,2,1,1,2,2,2,2,2,2,2,0,2,2,2,2,0,2,2,2,2,2,2,0,0,6,7,1,7,2,2,0,5,5,6,4,1,1,1,0,1,3,3,3,3,4,6,3,3,6,3,5,3,1.0,2.0,,1.0,2.0,,,,,1.0,2.0,,, ,,1.0,2.0,,,0,1,0,0,0,0,0,0,0,0,1
5440,3,0,0,21,4494,9510,8,2336,9913,15,6617,5548,3,3,9,7605,1,2,2,2,2,2,0,2,2,0,2,2,0,0,2,2,2,2,2,3,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,0,2,2,2,2,2,0,2,6,3,6,2,0,2,3,0,2,1,2,1,4,2,1,0,1,3,3,7,3,4,4,7,4,3,3,6,5,1.0,4.0,,1.0,4.0,,,,,,,,, ,,1.0,4.0,,,0,0,0,1,0,0,0,0,0,1,1
5450,1,0,1,35,10148,2997,12,7084,2843,21,9660,2538,1,6,10,11763,1,2,2,2,2,2,0,2,2,2,2,2,2,0,2,2,2,2,2,1,1,1,1,1,1,2,2,0,0,2,2,0,2,2,2,2,0,2,2,0,2,2,2,2,5,5,6,3,6,4,3,0,1,3,4,1,2,3,3,3,1,3,6,6,12,3,2,4,7,4,4,4,1,1.0,1.0,,1.0,1.0,,,,,1.0,1.0,,6.0, ,21.0,1.0,1.0,6.0,21.0,1,0,0,0,0,0,0,0,0,0,1
5451,3,0,1,24,5775,7153,11,6180,4232,17,6867,3989,2,2,9,7610,1,2,2,2,2,2,0,2,2,0,2,2,0,2,2,2,2,0,2,1,2,1,2,2,2,2,2,2,2,2,2,2,0,2,2,2,0,2,2,2,2,2,0,2,6,0,6,3,3,5,1,0,3,3,4,2,2,2,1,0,1,3,3,3,12,4,4,3,2,2,3,1,3,9.0,8.0,,8.0,8.0,,,,,,,,, ,,8.0,8.0,,,0,0,0,0,0,0,0,1,0,0,1
5453,3,0,0,13,1786,9998,7,2970,7779,6,601,11294,2,5,4,10646,0,2,2,2,2,2,0,2,2,0,2,2,2,0,2,2,2,2,2,1,2,1,2,3,2,2,2,2,2,2,2,2,0,2,2,2,2,0,2,2,2,2,2,0,7,7,6,2,6,7,6,0,4,2,5,5,6,2,3,3,1,3,3,3,3,6,4,3,5,6,1,6,5,6.0,3.0,,6.0,3.0,,,,,,,,, ,,6.0,3.0,,,0,0,1,0,0,0,0,0,0,0,0
5459,0,1,0,22,4133,8982,8,2497,8639,10,3312,9681,3,2,10,6020,0,2,2,2,2,2,0,2,2,0,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,6,2,3,0,3,0,3,3,3,2,1,3,1,3,1,3,3,6,12,4,3,6,12,6,5,6,5,8.0,3.0,,8.0,3.0,,,,,8.0,3.0,,, ,7.0,8.0,3.0,7.0,7.0,0,0,1,0,0,0,0,0,0,0,0
5460,2,1,1,22,4679,8159,9,2650,12189,8,3056,8026,7,3,12,1369,0,0,0,0,2,2,2,2,2,0,2,0,2,2,2,2,2,0,2,1,2,2,2,2,2,2,2,0,0,0,2,2,2,2,0,0,0,2,2,0,2,2,2,2,6,0,5,5,0,5,2,0,2,1,2,1,3,2,2,3,3,3,3,8,6,5,5,8,6,2,5,1,5,,,,,,,2.0,6.0,3.0,6.0,3.0,7.0,7.0, ,6.0,6.0,3.0,7.0,6.0,0,0,1,0,0,0,0,0,0,0,0
5478,0,0,1,21,3641,9208,14,9845,9310,12,3263,9083,1,5,9,11985,0,2,0,2,2,2,2,2,2,0,2,2,2,1,1,1,1,1,1,1,2,3,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,6,2,4,7,3,0,1,1,2,3,3,4,3,0,1,3,3,0,3,4,4,0,3,7,3,5,5,1.0,8.0,,,,,,,,,,,, ,,1.0,1.0,,,1,0,0,0,0,0,0,0,0,0,0
5484,1,0,1,42,11746,5583,16,9873,245,24,11798,6014,4,3,14,3410,1,0,2,2,0,2,2,0,2,2,0,0,2,0,2,2,2,2,2,1,2,1,2,5,2,2,1,0,0,0,2,0,2,2,2,2,0,2,0,0,2,2,2,2,6,6,6,5,4,5,3,0,2,2,2,3,2,3,1,3,1,3,3,7,4,5,4,7,4,5,5,4,5,6.0,1.0,,,,,,,,,,,, ,,6.0,6.0,,,0,0,0,0,0,1,0,0,0,0,1
5487,1,0,1,34,9899,3071,14,8656,830,20,9967,3851,0,4,11,11110,0,0,2,2,2,2,2,2,2,0,0,0,2,0,2,2,2,2,2,1,2,3,2,2,2,2,2,2,0,2,2,0,2,2,0,0,0,2,0,0,2,2,2,2,5,0,6,2,0,0,6,0,2,1,3,3,2,2,1,3,1,3,6,0,12,6,2,4,7,4,4,1,5,1.0,1.0,,1.0,1.0,6.0,,,,1.0,1.0,,, ,8.0,1.0,1.0,6.0,8.0,1,0,0,0,0,0,0,0,0,0,0
5490,0,1,1,21,2821,9663,10,3432,8322,14,3679,8650,5,6,7,8691,0,2,2,2,2,2,0,2,2,0,2,2,2,1,1,1,1,1,1,3,2,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,3,1,1,4,0,3,0,2,1,2,1,1,1,1,0,1,3,3,7,12,4,2,4,12,0,4,0,4,3.0,5.0,,3.0,5.0,,,,,3.0,5.0,,, ,7.0,3.0,5.0,7.0,7.0,0,0,0,0,1,0,0,0,0,1,0
5492,3,0,0,37,9896,1042,16,9026,388,21,9297,1385,4,1,12,1786,1,0,0,0,2,0,2,2,2,0,0,0,2,0,2,2,2,2,2,3,2,2,2,1,2,2,2,2,2,0,2,2,2,2,2,2,0,2,2,2,2,2,0,2,6,3,6,2,7,7,3,0,5,5,2,1,3,2,1,3,1,3,3,6,12,1,4,6,12,7,5,6,3,,,4.0,8.0,3.0,,,,,8.0,3.0,,, ,8.0,8.0,3.0,4.0,8.0,0,0,1,0,0,0,0,0,0,0,1
5493,1,0,1,16,2720,10593,2,12,12060,13,5634,8383,2,4,6,10305,0,2,0,2,2,2,2,2,2,0,0,0,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,0,0,2,2,0,2,2,2,2,0,2,0,2,2,2,2,2,2,2,6,2,3,5,6,0,2,1,2,3,2,2,3,3,1,3,3,2,12,4,3,2,12,6,3,2,5,6.0,7.0,,6.0,7.0,,,,,6.0,7.0,7.0,7.0, ,21.0,6.0,7.0,7.0,21.0,0,0,0,0,0,0,1,0,0,0,0
5496,1,0,0,26,5116,7218,15,10979,1490,9,1584,10376,1,7,9,12249,0,0,0,0,2,2,2,2,2,0,0,0,2,0,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,0,2,2,2,2,0,2,2,2,0,2,2,2,2,2,6,0,6,2,0,0,3,0,1,1,3,1,2,3,3,3,1,3,3,7,12,5,5,7,5,0,3,0,1,,,,,,,,,,,,,, ,,,,,,0,0,0,0,0,0,0,0,0,0,0
5505,1,0,1,38,11524,3472,13,10399,5174,22,10940,3861,3,1,14,1974,0,0,2,2,0,2,2,2,2,0,0,0,2,0,2,2,2,2,2,1,2,2,2,2,2,2,2,0,0,0,2,0,2,2,0,0,2,2,2,0,0,0,2,2,0,7,6,2,7,0,4,0,1,1,4,1,3,2,3,3,1,3,3,7,12,5,5,7,5,0,3,5,3,3.0,3.0,,3.0,3.0,,,,,,,,, ,,3.0,3.0,,,0,0,1,0,0,0,0,0,0,0,0
5515,1,0,1,30,7564,5153,11,4873,7077,20,9110,3758,1,6,8,12073,0,0,2,2,2,2,2,2,2,0,0,0,2,2,2,2,2,0,2,5,2,1,2,1,2,2,2,2,2,0,2,0,2,2,2,0,0,2,0,2,2,2,2,2,6,6,6,0,3,0,4,0,1,1,3,1,4,1,2,0,1,3,3,7,12,4,3,3,12,7,3,1,5,,,,8.0,3.0,,,,,,,,, ,,8.0,3.0,,,0,0,1,0,0,0,0,0,0,0,0
5522,1,0,1,39,11035,3461,16,10174,1419,22,9836,2638,7,1,13,144,0,0,0,0,2,2,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,0,2,0,2,2,2,2,0,2,0,2,2,2,2,2,6,6,6,3,3,5,4,0,2,1,2,3,4,2,2,0,1,3,3,3,12,4,4,3,12,2,3,1,5,12.0,3.0,,12.0,3.0,,,,,12.0,3.0,7.0,7.0, ,7.0,12.0,3.0,7.0,7.0,0,0,1,0,0,0,0,0,0,0,0
5528,3,0,1,28,6422,4618,15,10730,1937,16,6267,4796,3,3,11,6665,0,2,2,2,2,2,0,2,2,0,2,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,0,2,2,2,2,0,2,2,2,2,2,0,2,0,0,6,2,4,0,3,0,2,1,2,3,2,2,1,3,1,3,3,1,10,4,4,0,5,6,1,1,3,8.0,3.0,,,,,,,,8.0,3.0,5.0,5.0, ,5.0,8.0,3.0,5.0,5.0,0,0,1,0,0,0,0,0,0,0,0
5531,0,1,1,21,2691,10990,10,4765,6090,9,574,11015,1,3,4,9815,1,2,2,2,2,2,0,0,2,2,0,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,5,2,7,2,3,0,2,2,5,3,4,2,2,0,1,3,3,6,12,5,6,0,6,7,5,1,5,1.0,2.0,,,,,,,,,,,, ,,1.0,1.0,,,1,0,0,0,0,0,0,0,0,0,1
5533,1,0,0,14,1174,12028,9,2455,10169,7,948,12155,0,10,5,12249,1,2,2,2,0,2,2,0,2,2,0,2,2,0,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,0,2,2,2,2,2,0,2,2,2,2,0,2,2,2,2,2,1,3,2,4,1,0,2,2,6,3,3,4,3,3,1,5,3,7,12,6,4,7,12,3,3,2,3,1.0,2.0,,1.0,2.0,,,,,,,,, ,,1.0,2.0,,,0,1,0,0,0,0,0,0,0,0,1
5534,0,1,1,29,7905,2607,14,10535,3258,17,8204,2634,4,6,10,9453,1,2,2,2,2,2,0,2,2,0,2,2,0,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,4,4,6,0,2,1,3,3,4,3,1,0,3,3,3,3,12,4,4,3,4,7,5,2,5,6.0,2.0,,6.0,2.0,,,,,6.0,2.0,,, ,11.0,6.0,2.0,11.0,11.0,0,1,0,0,0,0,0,0,0,0,1
5535,1,1,1,48,12873,6911,21,12466,11974,26,12242,7349,0,1,15,6418,0,2,0,2,2,2,2,2,2,0,0,0,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,0,0,0,2,0,2,2,2,2,2,2,2,6,9,3,0,6,0,1,1,3,1,2,2,1,0,3,3,3,3,12,6,6,3,12,7,5,1,5,1.0,5.0,,1.0,6.0,,,,,1.0,6.0,,, ,,1.0,6.0,,,0,0,0,0,0,1,0,0,0,0,0
5537,3,0,1,33,8045,3512,18,9426,203,24,10909,5513,2,5,7,10344,0,2,2,2,2,2,0,2,2,0,2,2,2,0,2,2,2,2,2,1,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,0,2,2,2,2,0,2,3,5,5,2,0,4,4,0,3,3,4,1,5,2,3,0,1,3,3,6,12,3,4,2,5,2,5,1,3,8.0,2.0,4.0,8.0,2.0,5.0,,,,,,,, ,,8.0,2.0,5.0,,0,1,0,0,0,0,0,0,0,0,0
5549,1,0,1,46,12839,7314,20,12379,10651,25,12096,6758,0,1,16,6222,0,0,0,2,2,2,2,2,2,0,0,0,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,2,2,2,2,0,0,0,2,2,0,0,2,2,2,2,2,6,5,3,5,6,0,5,5,4,3,3,2,3,2,1,3,3,3,3,4,4,7,3,3,3,6,3,6.0,5.0,,6.0,5.0,,,,,6.0,5.0,,, ,,6.0,5.0,,,0,0,0,0,1,0,0,0,0,1,0
5555,1,0,1,32,6878,4547,17,9224,270,14,4263,9789,2,5,8,10761,0,2,2,0,2,2,2,2,2,2,0,0,2,2,2,2,2,0,2,1,2,2,2,1,2,2,2,2,2,2,2,0,2,2,2,0,0,2,0,2,2,2,2,2,6,6,6,2,4,0,2,0,4,1,5,3,2,2,1,3,1,3,3,7,12,6,6,7,12,3,3,6,3,,,,1.0,3.0,,,,,,,,, ,,1.0,3.0,,,0,0,1,0,0,0,0,0,0,0,0
5559,1,0,1,39,10299,1245,18,11399,2190,20,8443,1082,3,1,14,2533,1,0,0,2,0,2,2,2,2,0,0,0,2,0,2,2,2,2,2,1,2,2,1,1,1,2,2,0,0,0,2,2,2,2,0,0,0,2,0,0,0,2,0,2,2,6,3,3,3,0,3,0,3,5,6,4,5,3,1,2,3,3,3,0,3,6,6,0,5,2,3,1,1,1.0,3.0,,1.0,3.0,,5.0,,,1.0,3.0,,, ,,1.0,3.0,,,0,0,1,0,0,0,0,0,0,0,1
5573,2,0,2,20,2734,9678,11,4583,7900,11,2416,9334,4,2,6,3394,0,0,0,0,2,2,2,2,2,0,2,0,2,0,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,0,2,2,2,0,2,2,2,2,0,2,2,0,0,6,3,6,7,2,0,4,2,3,3,2,2,3,3,3,3,3,7,6,4,6,6,5,3,5,2,5,1.0,5.0,,1.0,5.0,,,,,1.0,5.0,9.0,9.0, ,20.0,1.0,5.0,9.0,20.0,0,0,0,0,1,0,0,0,0,1,0
5577,0,1,1,52,13100,12738,23,12504,12349,31,12412,12252,14,15,18,12250,1,2,2,2,2,2,0,2,2,0,2,2,2,1,1,1,1,1,1,2,2,1,2,5,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,5,3,7,0,4,4,5,3,4,2,3,0,3,3,3,8,6,5,5,8,6,2,5,1,5,6.0,3.0,,6.0,3.0,,,,,,,,, ,,6.0,3.0,,,0,0,1,0,0,0,0,0,0,0,1
5587,3,1,1,26,4914,6384,12,5803,5195,14,4733,6276,3,5,9,10751,1,2,2,2,2,2,0,2,0,2,2,2,2,0,2,2,2,2,2,1,1,3,2,5,1,5,1,2,2,0,2,2,2,2,0,2,2,2,2,2,2,2,0,2,5,3,6,3,2,6,6,0,1,1,3,1,2,2,2,0,1,3,3,0,10,4,4,7,10,6,1,6,5,8.0,3.0,,,,,,,,,,,, ,,8.0,8.0,,,0,0,0,0,0,0,0,1,0,0,1
5588,1,1,1,32,8311,2315,14,8503,977,21,9408,3744,3,5,10,9306,1,2,2,2,2,2,0,2,2,0,2,2,2,0,2,2,2,2,2,1,2,2,2,2,2,2,2,0,0,2,2,0,2,2,0,0,2,2,2,0,0,0,2,2,5,0,5,0,3,4,6,0,2,4,2,5,6,2,3,3,1,3,3,0,3,6,6,0,12,2,1,1,3,1.0,2.0,,1.0,2.0,8.0,5.0,,,1.0,2.0,,, ,10.0,1.0,2.0,8.0,10.0,0,1,0,0,0,0,0,0,0,0,1
5592,3,0,0,23,3643,9541,11,5867,12338,11,2086,9631,3,5,7,10396,0,0,0,0,2,0,2,2,2,0,2,0,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,2,2,2,2,2,0,0,2,2,2,2,2,0,2,3,2,6,2,4,2,6,0,1,1,2,1,2,2,1,3,1,3,3,2,12,4,1,2,12,0,5,0,5,,,,,,,,,,,,,, ,,,,,,0,0,0,0,0,0,0,0,0,0,0
5596,1,0,1,34,8925,292,13,8895,5622,21,9223,935,1,2,11,7069,0,2,2,2,2,2,0,2,2,0,2,2,2,0,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,2,2,0,2,2,2,0,2,2,2,2,2,2,6,6,2,7,5,2,0,2,3,3,5,4,2,3,0,1,3,3,2,12,5,5,2,12,7,5,6,5,,,,,,,,,,,,,, ,,,,,,0,0,0,0,0,0,0,0,0,0,0
5607,0,1,2,17,3188,7906,10,4391,7103,12,4618,4987,2,1,7,4637,0,2,2,2,2,2,0,2,2,0,2,2,2,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,6,9,7,4,3,0,2,2,5,3,4,2,3,2,1,3,3,7,4,6,6,0,4,3,3,0,3,,,5.0,,,,,,,,,,, ,,,,5.0,,0,0,0,0,0,0,0,0,0,0,0
5613,1,0,0,21,3298,8962,12,4456,7230,13,3967,8307,3,4,10,9658,1,2,2,2,2,2,0,2,2,0,2,2,0,2,2,2,2,0,2,2,2,3,1,3,2,2,2,2,2,2,2,2,0,2,0,0,2,2,2,0,2,2,2,2,3,7,6,5,6,4,4,0,1,1,3,3,6,2,3,3,1,3,3,7,12,4,4,7,12,4,5,2,5,6.0,3.0,,6.0,3.0,,,,,6.0,3.0,,8.0, ,,6.0,3.0,8.0,,0,0,1,0,0,0,0,0,0,0,1
5615,3,0,0,31,8149,4431,10,4065,7574,18,8943,4446,1,3,12,9090,1,2,0,2,2,2,2,0,2,2,2,2,2,0,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,0,0,2,2,2,2,0,0,2,2,2,2,2,0,2,3,3,5,5,4,2,6,0,3,1,3,2,2,5,1,0,1,3,3,2,12,1,1,2,12,0,3,0,3,8.0,2.0,,8.0,2.0,8.0,,,,8.0,2.0,,, ,10.0,8.0,2.0,8.0,10.0,0,1,0,0,0,0,0,0,0,0,1
