stud_id,svyunit,ym,contact,teps_sex,tepsb_sex,np13v01,np13v05,np13v28,np13v29,np13v30_g,np13v30_gd,np13v31,np13v32v33_u,np13v32v33_ud,np13v34,np13v35,np13v36,np13v36_1,np13v36_2,np13v37,np13v37_1,np13v37_2,np13v38,np13v38_1,np13v38_2,np13v39,np13v39_1,np13v39_2,np13v40,np13v41,np13v42,np13v43,np13v44,np13v44_1,np13v45,np13v46,np13v47,np13v48,np13v49,np13v49_k,np13v50,np13v51,np13v52,np13v53,np13v54,np13v55,np13v56,np13v57,np13v58,np13v59,np13v60,np13v60_k,np13v61,np13v62,np13log1,np13log2
34980,1,201312,2,2,2,1,7,3,6,99,99,1,6,3,1,2,1,99,99,1,99,99,1,99,99,1,99,99,2,1,2,2,1,99,2,69,5,33,2,999,9,40,7,1,99,99,99,999,99,9999,99,999,999,99,0,0
35719,1,201401,2,2,2,1,2,3,6,99,99,1,6,3,1,2,1,99,99,1,99,99,1,99,99,1,99,99,1,1,2,2,1,99,2,64,5,34,2,999,9,48,7,1,99,99,99,999,99,9999,99,999,999,99,0,0
39817,1,201312,0,1,1,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
36280,1,201401,2,2,2,3,98,3,3,99,99,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,3,2,1,99,1,2,81,97,32,2,999,11,997,8,1,99,99,99,999,99,9999,99,999,999,99,0,0
48730,1,201311,2,1,1,1,10,3,6,99,99,1,1,2,1,2,1,99,99,1,99,99,2,1,99,1,99,99,1,3,1,2,99,99,99,999,99,9999,99,999,99,999,99,99,99,99,99,999,99,9999,99,999,999,99,0,0
45215,2,201403,2,2,2,1,2,3,5,99,99,1,9,8,1,1,1,99,99,1,99,99,1,99,99,1,99,99,1,1,2,2,3,99,99,46,1,91,2,999,9,60,11,1,99,99,99,999,99,9999,99,999,999,99,0,0
31974,1,201312,2,2,2,1,1,3,5,99,99,1,8,7,1,1,1,99,99,1,99,99,1,99,99,1,99,99,1,1,2,1,1,99,1,81,9,22,2,999,9,997,7,1,99,99,99,999,99,9999,99,999,999,99,1,0
35201,1,201312,2,2,2,1,16,3,5,99,99,1,8,7,1,1,1,99,99,1,99,99,2,1,99,1,99,99,1,1,2,1,1,99,2,79,4,23,2,999,10,46,4,2,9,1,2,79,4,33,2,999,46,4,0,0
43733,1,201312,2,1,1,1,14,3,6,99,99,1,6,7,1,2,2,1,99,1,99,99,2,1,99,1,99,99,1,1,2,2,1,99,2,81,3,32,2,999,11,45,8,1,99,99,99,999,99,9999,99,999,999,99,0,0
33639,1,201311,2,2,2,1,1,3,7,1,3,2,1,3,1,2,1,99,99,1,99,99,2,1,99,2,1,99,99,3,2,2,99,99,99,999,99,9999,99,999,99,999,99,99,99,99,99,999,99,9999,99,999,999,99,0,0
35188,1,201312,0,2,2,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
33376,1,201401,1,1,1,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
43217,2,201404,2,2,2,1,8,3,7,6,2,2,6,2,1,2,2,2,2,1,99,99,1,99,99,1,99,99,99,3,2,2,99,99,99,999,99,9999,99,999,99,999,99,99,99,99,99,999,99,9999,99,999,999,99,0,0
39496,1,201312,2,2,2,3,2,3,6,99,99,1,1,3,1,2,1,99,99,1,99,99,1,99,99,1,99,99,2,3,2,2,99,99,99,999,99,9999,99,999,99,999,99,99,99,99,99,999,99,9999,99,999,999,99,0,0
45391,1,201312,2,1,1,3,15,3,7,6,4,1,6,4,1,2,1,99,99,1,99,99,1,99,99,1,99,99,99,3,2,2,99,99,99,999,99,9999,99,999,99,999,99,99,99,99,99,999,99,9999,99,999,999,99,0,0
47401,1,201401,0,2,2,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
49313,1,201311,2,1,1,1,1,3,6,99,99,1,6,5,1,2,2,1,99,2,1,99,1,99,99,1,99,99,1,1,2,1,1,99,1,89,97,31,2,999,11,40,7,2,9,1,2,51,97,51,1,6,50,6,0,0
40496,1,201312,1,1,1,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
43711,1,201312,2,1,1,1,7,3,5,99,99,1,8,6,1,1,2,2,2,2,2,2,1,99,99,1,99,99,1,1,2,2,1,99,2,46,3,74,2,999,11,42,6,1,99,99,99,999,99,9999,99,999,999,99,0,0
48681,2,201403,2,2,2,1,8,3,5,99,99,1,3,3,1,1,1,99,99,1,99,99,1,99,99,1,99,99,1,1,2,1,2,99,99,69,2,34,2,999,11,40,5,2,10,1,2,69,5,34,2,999,60,7,0,0
32688,1,201401,2,1,1,3,10,3,5,99,99,1,8,5,1,1,1,99,99,1,99,99,97,99,99,97,99,99,2,1,97,2,1,99,2,25,97,31,97,999,10,997,97,1,99,99,99,999,99,9999,99,999,999,99,0,0
37853,1,201312,2,1,1,1,14,3,6,99,99,1,2,8,1,2,2,1,99,1,99,99,1,99,99,1,99,99,1,1,2,2,4,99,99,87,2,34,1,3,9,10,8,1,99,99,99,999,99,9999,99,999,999,99,0,0
48450,1,201312,1,1,1,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
34148,1,201312,2,2,2,3,1,3,6,99,99,1,6,2,1,2,1,99,99,1,99,99,1,99,99,1,99,99,1,1,2,2,1,99,2,55,9,51,2,999,9,40,6,1,99,99,99,999,99,9999,99,999,999,99,0,0
39327,8,礚羛么筿杠(ぃ続ノ筿砐),8,2,2,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
38353,1,201401,0,1,1,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
49082,2,201403,2,1,1,1,1,3,7,6,8,1,6,8,1,2,2,1,99,1,99,99,1,99,99,1,99,99,99,3,2,2,99,99,99,999,99,9999,99,999,99,999,99,99,99,99,99,999,99,9999,99,999,999,99,0,0
37694,1,201312,2,2,2,2,1,3,6,99,99,1,6,3,1,2,1,99,99,1,99,99,1,99,99,1,99,99,1,1,2,2,1,99,2,47,97,52,2,999,9,997,97,1,99,99,99,999,99,9999,99,999,999,99,0,0
35017,1,201312,1,2,2,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
47942,1,201312,2,1,1,1,14,3,6,99,99,1,6,3,1,2,1,99,99,1,99,99,1,99,99,2,1,99,1,1,2,2,1,99,2,27,97,82,2,999,10,997,5,1,99,99,99,999,99,9999,99,999,999,99,0,0
49935,1,201311,2,1,1,2,13,3,6,99,99,1,1,5,1,2,1,99,99,1,99,99,1,99,99,1,99,99,2,1,2,1,1,99,2,27,97,31,97,999,11,40,97,2,10,1,2,45,9,34,97,999,997,97,0,0
36512,1,201401,1,2,2,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
41986,1,201312,2,2,2,1,19,3,5,99,99,1,8,7,1,1,1,99,99,1,99,99,1,99,99,2,1,99,1,1,2,1,4,99,99,8,2,13,1,2,11,78,9,2,10,1,2,46,6,32,2,999,40,5,0,0
33069,1,201312,1,1,1,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
40918,1,201312,2,2,2,1,7,3,5,99,99,1,8,3,1,1,1,99,99,1,99,99,1,99,99,1,99,99,1,1,2,1,1,99,2,27,5,34,2,999,11,40,6,2,9,1,2,47,97,34,1,50,50,6,1,0
37883,1,201312,0,2,2,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
40136,1,201401,1,1,1,2,9,3,6,99,99,1,1,3,1,2,2,2,1,1,99,99,1,99,99,97,99,99,1,1,2,2,1,99,2,8,97,9997,1,20,11,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
47174,1,201401,1,1,1,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
36214,1,201401,1,2,2,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
40669,1,201401,0,2,2,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
41941,1,201312,0,2,2,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
41664,1,201401,2,1,1,4,5,3,6,99,99,1,1,1,1,2,1,99,99,1,99,99,1,99,99,1,99,99,2,3,2,1,99,1,1,79,97,23,2,999,11,40,9,1,99,99,99,999,99,9999,99,999,999,99,0,0
32042,1,201401,2,2,2,1,17,3,7,3,7,2,9,7,1,1,1,99,99,1,99,99,1,99,99,1,99,99,99,1,2,1,1,99,2,81,5,22,2,999,9,48,7,2,9,1,2,81,97,22,2,999,48,7,0,0
42656,2,201403,2,1,1,1,2,3,6,99,99,2,6,5,1,2,1,99,99,1,99,99,1,99,99,2,1,99,1,3,2,2,99,99,99,999,99,9999,99,999,99,999,99,99,99,99,99,999,99,9999,99,999,999,99,0,0
49116,1,201401,1,1,1,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
48580,1,201312,0,1,1,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
33080,2,201404,2,1,1,3,8,3,5,99,99,1,3,97,1,1,1,99,99,1,99,99,1,99,99,1,99,99,1,3,1,2,99,99,99,999,99,9999,99,999,99,999,99,99,99,99,99,999,99,9999,99,999,999,99,0,0
30383,1,201401,1,2,2,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
31843,2,201403,2,2,2,1,10,3,6,99,99,1,1,3,1,2,1,99,99,1,99,99,2,2,3,1,99,99,1,3,1,1,99,1,1,79,97,41,2,999,10,40,7,1,99,99,99,999,99,9999,99,999,999,99,0,0
34969,1,201311,0,1,1,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
44715,2,201403,2,2,2,1,2,3,7,3,5,2,6,5,1,2,1,99,99,1,99,99,1,99,99,1,99,99,99,1,2,1,1,99,2,27,9,31,1,4,9,43,8,1,99,99,99,999,99,9999,99,999,999,99,0,0
37876,1,201311,2,2,2,2,15,3,7,1,3,2,1,3,1,2,1,99,99,1,99,99,1,99,99,2,1,99,99,3,2,2,99,99,99,999,99,9999,99,999,99,999,99,99,99,99,99,999,99,9999,99,999,999,99,0,0
45992,1,201312,1,1,1,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
48421,2,201403,2,1,1,1,8,3,5,99,99,1,8,2,1,1,2,2,1,1,99,99,1,99,99,1,99,99,1,3,1,1,99,1,2,64,6,34,2,999,11,40,2,1,99,99,99,999,99,9999,99,999,999,99,0,0
39470,1,201401,1,2,2,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
32518,1,201401,2,1,1,3,2,3,6,99,99,1,1,5,1,2,97,99,99,97,99,99,97,99,99,1,99,99,97,3,2,2,99,99,99,999,99,9999,99,999,99,999,99,99,99,99,99,999,99,9999,99,999,999,99,0,0
30885,1,201312,0,1,1,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
30619,1,201401,1,2,2,3,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
35494,1,201311,2,1,1,3,14,3,6,99,99,2,6,7,1,2,1,99,99,1,99,99,1,99,99,1,99,99,1,1,2,2,1,99,2,81,9,22,2,999,11,55,5,1,99,99,99,999,99,9999,99,999,999,99,0,0
49077,2,201404,2,2,2,7,24,3,7,11,3,1,1,3,1,2,1,99,99,1,99,99,1,99,99,1,99,99,99,1,2,2,1,99,2,69,97,34,2,999,11,997,97,1,99,99,99,999,99,9999,99,999,999,99,0,0
34960,1,201312,1,2,2,3,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
48215,1,201401,1,1,1,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
40466,1,201401,2,1,1,2,98,3,1,99,99,3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,3,2,2,99,99,99,999,99,9999,99,999,99,999,99,99,99,99,99,999,99,9999,99,999,999,99,0,0
44691,1,201401,1,2,2,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
44617,2,201404,2,2,2,3,24,3,7,11,2,2,11,2,1,2,2,1,99,1,99,99,1,99,99,97,99,99,99,3,2,2,99,99,99,999,99,9999,99,999,99,999,99,99,99,99,99,999,99,9999,99,999,999,99,0,0
37091,1,201401,0,2,2,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
34310,1,201401,1,2,2,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
43538,1,201312,2,1,1,1,2,3,7,3,5,2,3,5,1,1,1,99,99,1,99,99,1,99,99,1,99,99,99,3,2,2,99,99,99,999,99,9999,99,999,99,999,99,99,99,99,99,999,99,9999,99,999,999,99,0,0
40933,1,201401,1,1,1,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
34099,1,201401,2,1,1,1,4,3,7,1,5,1,1,5,1,2,1,99,99,1,99,99,2,1,99,2,2,1,99,2,2,2,1,99,2,30,9,21,2,999,11,50,8,1,99,99,99,999,99,9999,99,999,999,99,0,0
33527,1,201401,1,1,1,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
38371,2,201403,2,2,2,3,4,3,5,99,99,1,8,8,1,1,1,99,99,1,99,99,1,99,99,97,99,99,1,1,2,1,1,99,2,8,97,52,2,999,11,45,6,1,99,99,99,999,99,9999,99,999,999,99,0,0
34590,1,201311,2,2,2,1,1,3,7,1,2,2,1,2,1,2,1,99,99,1,99,99,1,99,99,1,99,99,99,3,1,1,99,1,2,79,5,42,2,999,10,40,8,1,99,99,99,999,99,9999,99,999,999,99,0,0
37928,1,201312,2,1,1,1,16,3,7,1,6,1,6,6,1,2,2,2,1,1,99,99,1,99,99,1,99,99,99,3,2,2,99,99,99,999,99,9999,99,999,99,999,99,99,99,99,99,999,99,9999,99,999,999,99,0,0
47917,1,201311,2,1,1,3,2,3,6,99,99,1,1,6,1,2,1,99,99,1,99,99,1,99,99,1,99,99,2,1,2,2,1,99,2,1,5,41,2,999,10,45,6,1,99,99,99,999,99,9999,99,999,999,99,0,0
48443,1,201312,2,1,1,3,15,3,6,99,99,2,6,7,1,2,1,99,99,1,99,99,1,99,99,1,99,99,1,3,2,2,99,99,99,999,99,9999,99,999,99,999,99,99,99,99,99,999,99,9999,99,999,999,99,0,0
38085,1,201312,2,1,1,3,19,3,7,1,1,2,1,1,1,2,1,99,99,1,99,99,97,99,99,97,99,99,99,3,2,2,99,99,99,999,99,9999,99,999,99,999,99,99,99,99,99,999,99,9999,99,999,999,99,0,0
42223,1,201311,1,2,2,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
36141,1,201312,2,1,2,4,16,3,5,99,99,1,9,97,1,1,1,99,99,1,99,99,1,99,99,1,99,99,1,1,2,1,1,99,2,51,97,51,2,999,11,997,97,2,7,1,2,51,4,51,1,5,997,5,0,0
31408,1,201311,1,2,2,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
33838,1,201401,2,1,1,1,15,3,3,99,99,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,3,1,1,99,1,2,46,6,52,2,999,11,55,6,1,99,99,99,999,99,9999,99,999,999,99,0,0
31358,1,201401,1,2,2,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
38579,1,201312,1,2,2,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
34423,1,201312,2,2,2,4,98,1,2,99,99,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,2,1,1,99,2,997,97,9997,1,997,4,997,97,2,97,1,2,997,97,9997,97,999,997,97,0,0
44265,1,201311,2,2,2,1,1,3,6,99,99,1,1,1,1,2,1,99,99,1,99,99,2,1,99,1,99,99,1,3,2,1,99,1,1,79,5,23,2,999,10,40,9,1,99,99,99,999,99,9999,99,999,999,99,0,0
49819,1,201312,0,1,1,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
40259,1,201401,1,2,2,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
43357,2,201403,2,2,2,1,15,3,6,99,99,1,1,1,1,2,1,99,99,1,99,99,2,2,4,1,99,99,1,1,2,2,1,99,1,79,6,23,2,999,11,40,8,1,99,99,99,999,99,9999,99,999,999,99,0,0
48042,1,201401,1,1,1,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
47566,2,201404,2,1,1,1,16,3,6,99,99,1,6,6,1,2,1,99,99,1,99,99,1,99,99,1,99,99,1,1,2,2,2,99,99,1,2,61,2,999,10,40,5,1,99,99,99,999,99,9999,99,999,999,99,0,0
31136,1,201401,2,2,2,1,15,3,6,99,99,1,6,3,1,2,1,99,99,1,99,99,1,99,99,1,99,99,2,3,2,1,99,1,1,98,97,41,2,999,11,40,6,1,99,99,99,999,99,9999,99,999,999,99,0,0
37574,1,201312,1,1,1,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
34202,1,201311,2,1,1,1,2,3,6,99,99,1,1,4,1,2,1,99,99,1,99,99,1,99,99,1,99,99,2,1,2,2,1,99,1,98,9,9700,2,999,11,45,7,1,99,99,99,999,99,9999,99,999,999,99,0,0
41713,2,201403,2,2,2,1,2,3,5,99,99,1,8,7,1,1,2,2,2,2,1,99,1,99,99,1,99,99,1,1,2,1,1,99,1,81,9,31,2,999,12,40,9,2,11,1,2,81,8,31,2,999,40,9,0,0
36359,1,201312,2,1,1,1,3,3,6,99,99,1,6,3,1,2,1,99,99,1,99,99,1,99,99,1,99,99,1,3,2,2,99,99,99,999,99,9999,99,999,99,999,99,99,99,99,99,999,99,9999,99,999,999,99,0,0
49091,1,201401,1,1,1,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
48737,1,201312,2,2,2,1,9,3,3,99,99,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,1,2,1,1,99,2,81,97,22,2,999,11,66,9,2,7,1,2,81,7,22,2,999,65,11,0,0
33320,1,201401,2,2,2,1,12,3,6,99,99,1,6,3,1,2,1,99,99,1,99,99,1,99,99,1,99,99,1,1,2,1,1,99,1,79,97,41,2,999,10,40,7,2,9,1,1,98,97,41,2,999,40,7,0,0
42929,2,201404,2,1,1,3,8,3,5,99,99,1,8,4,2,1,1,99,99,1,99,99,1,99,99,1,99,99,1,3,2,2,99,99,99,999,99,9999,99,999,99,999,99,99,99,99,99,999,99,9999,99,999,999,99,0,0
33825,1,201401,1,1,1,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
49043,1,201312,0,2,2,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
32036,1,201312,2,1,1,1,8,3,7,3,4,1,8,4,1,1,1,99,99,1,99,99,1,99,99,1,99,99,99,2,2,2,1,99,2,73,5,31,2,999,11,40,5,1,99,99,99,999,99,9999,99,999,999,99,0,0
48252,1,201312,2,1,1,2,8,3,6,99,99,1,6,4,1,2,1,99,99,1,99,99,1,99,99,1,99,99,1,1,2,2,1,99,2,62,97,34,2,999,10,997,6,1,99,99,99,999,99,9999,99,999,999,99,0,0
33582,1,201311,0,1,1,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
35451,1,201401,0,1,1,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
42595,1,201312,2,2,2,3,14,3,6,99,99,1,7,3,1,1,2,1,99,2,1,99,1,99,99,1,99,99,1,1,2,2,1,99,2,69,4,41,2,999,9,997,6,1,99,99,99,999,99,9999,99,999,999,99,1,0
46006,1,201312,1,2,2,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
49753,1,201312,2,1,1,1,15,3,5,99,99,1,8,4,1,1,1,99,99,1,99,99,1,99,99,1,99,99,1,1,2,1,1,99,2,74,97,31,2,999,11,997,6,2,10,1,2,46,4,34,2,999,45,5,0,0
43575,1,201401,0,1,1,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
33688,1,201401,2,2,2,1,8,3,5,99,99,2,3,2,2,1,2,1,99,2,1,99,1,99,99,1,99,99,1,3,2,1,99,1,2,26,5,42,2,999,10,40,4,1,99,99,99,999,99,9999,99,999,999,99,0,0
32197,1,201401,2,1,1,1,8,3,5,99,99,1,8,5,2,1,1,99,99,1,99,99,1,99,99,1,99,99,1,1,2,2,1,99,2,24,4,72,2,999,7,40,7,1,99,99,99,999,99,9999,99,999,999,99,0,0
42988,1,201401,1,2,2,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
49553,1,201312,2,2,2,2,24,3,5,99,99,1,4,3,1,1,1,99,99,1,99,99,1,99,99,1,99,99,1,1,2,1,1,99,2,25,97,41,2,999,10,40,7,2,9,1,2,47,97,41,2,999,48,5,0,0
43162,1,201311,2,1,1,1,5,3,7,1,5,1,1,5,1,2,1,99,99,1,99,99,2,1,99,1,99,99,99,1,2,2,1,99,2,27,8,21,2,999,11,55,10,1,99,99,99,999,99,9999,99,999,999,99,0,0
40106,1,201401,0,1,1,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
40707,1,201312,1,2,2,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,996,96,9996,96,999,96,996,96,96,96,96,96,996,96,9996,96,999,996,96,0,0
