   83213 6.224379539489746  5.99559211730957    2.76363205909729115 21 1662 3 2 2 2 222166262210000000001 0 0 0 0 0 1113232333523223341 2 2 2 3 3 53111 2 4 12 22 2 22 2 3 5 6 6 0 0 1 0 0 0 2 5 2 0 0 0 1 0 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0 1 0 3 1 1 1 2 6 1 2 2 3 4 1 6 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 1 3 2 2 2 2 4 3 3 3 3 3 3 30 0020000010000001
   933135.98371410369873052.7322897911071777  2.2002577781677246115 21 3653 3 6 3 1 133155153110000000110 0 1 1 0 0 0112661226212113111 2 2 1 1 1 31222 4 4 13 23 3 32 1 4 5 3 6 0 0 1 1 0 0 2 4 3 0 0 0 1 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 2 3 1 2 6 6 2 2 1 2 2 1 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 1 3 1 3 1 3 1 1 1 1 1 1 1 10 0000000000000000
   98413    .9581338763237 2.192936897277832  .38738390803337097124 31 1651 2 3 5 4 564155151410000010000 0 0 0 0 0 1422266444433114343 4 3 4 4 4 44113 4 3 13 33 3 12 1 3 4 6 6 0 0 0 0 1 0 2 6 2 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0 0 2 3 1 1 2 6 1 1 2 2 2 2 4 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 1 2 2 2 2 3 4 4 4 4 4 4 4 40 0010000000000010
  103203 6.4290709495544433.4997990131378174  2.1000943183898926113 12 2654 2 4 4 2 114165452110000010000 0 0 1 0 0 0336333444432112233 2 2 3 3 3 44311 2 4 13 33 2 22 1 4 1 3 5 0 0 0 0 0 1 2 5 3 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 1 6 3 1 1 2 6 1 2 3 4 4 1 3 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 2 2 2 2 2 4 4 4 4 4 4 3 40 0000000000000000
  111203 5.017178058624268 2.411463499069214  1.1079719066619873113 12 2654 2 6 2 1 134244231100100010000 0 0 1 0 0 0236244645433334423 1 3 3 4 2 43111 4 4 33 43 3 33 1 1 6 1 6 0 0 0 0 0 1 2 3 3 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 1 0 1 0 0 0 0 6 4 1 2 6 6 1 2 3 1 3 1 1 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 2 1 2 2 1 3 3 4 4 3 4 1 40 0000000000000000
  1185123.20187067985534671.3534879684448242   1.526503086090088143 3399442 4 6 3 3 114266265110000010001 0 1 0 0 0 0221241444434331111 1 4 1 4 1 1411197 4 12 24 3 35 1 3 5 6 6 0 0 1 0 0 0 1 6 3 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 1 6 3 1 1 3 6 1 2 2 6 3 1 1 0 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 2 2 2 2 2 4 3 4 4 4 4 3 41 1010010000000000
  1252031.4082504510879517 .8367559313774109  2.2648768424987793125 13 3654 6 2 2 1 144144233510000000011 0 1 1 0 0 0226136635534225444 3 3 2 2 3 44313 4 4 33 34 2 32 2 4 1 6 1 0 0 0 1 0 0 2 3 3 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 1 1 0 0 0 0 0 6 4 1 1 6 6 1 1 2 3 3 1 1 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 2 2 3 3 2 4 3 4 3 3 2 3 40 0000000000000000
  145302 2.1134011745452882.2396175861358643 -.34783118963241577133 21 2652 2 6 5 2 364155242210000010000 0 0 0 0 0 1332436555533214433 2 3 3 2 2 42113 4 4 33 34 2 22 3 4 4 6 6 0 0 0 0 0 1 2 4 3 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 1 0 0 1 0 0 0 3 1 1 2 6 6 1 1 2 5 6 5 5 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 1 3 2 2 2 3 4 4 4 4 4 4 4 40 0000000000000000
  149203 1.4296920299530031.2488112449645996   .4051729738712311113 12 2652 1 4 2 2 114255354101110000011 0 1 1 0 0 0223132633222333333 2 4 2 3 4 43313 2 4 13 32 3 32 4 4 1 6 6 1 1 1 1 1 0 2 5 3 0 0 0 1 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1 2 3 1 1 2 1 1 2 3 2 2 1 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 1 2 1 3 2 3 4 3 4 3 4 2 2 20 0000000000000000
  154213 3.292914628982544   1.8311687707901   .9087198972702026226 13 3662 2 6 6 6 461144331210000010000 0 0 0 0 0 1116161334312113222 1 2 1 2 1 21111 1 4 13 43 2 32 2 4 4 6 5 0 0 0 0 0 1 2 3 3 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 1 6 4 1 2 6 6 2 2 3 3 3 1 3 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 2 1 2 2 2 3 1 2 2 2 1 1 20 0000000000000000
